x1,x2,x3,x4,x5,x6,y
B,b,-1.2737004549464097,3.3180070309010854,3.7188962775532257,5.959539293214191,-5.851733497315867
B,a,0.2690744498666567,-1.8428471402878706,-0.09854082417986715,-0.813259219038622,1.1290976877001544
B,a,2.1973372896716437,0.4601873842189168,1.1082618159173971,-1.6301933762767393,-1.0770090015171259
C,b,-0.8949901207948299,-1.6307557489131883,0.2547901224622388,2.79580608300169,-5.255254987253742
C,b,-1.1750356767344807,2.211550204682234,-1.5045465415846073,-0.5613083587668616,-4.061805721057207
A,b,-0.05512079709890259,1.9127719944205017,1.950885484083102,-1.4032005606144886,-1.7956194205795686
A,b,-1.3680132812208656,0.5097924243291504,2.338690687394518,2.122496507107583,-6.4823262902422
C,b,3.816673618403345,2.951849571244327,3.5278489358423917,2.1010255574218055,-1.854652746790949
B,b,2.1007405942524637,0.9542701046973187,-1.3078331254829596,-0.2863064073669697,-5.116490748716066
C,b,1.1662763502760822,0.42964434828300135,-1.3849145378611871,-2.0035039684439493,-4.400645159154882
B,b,1.7161845830019693,0.31114330086159564,3.7377823758012054,-0.5541886827338279,-5.033222371702274
B,a,1.408991713723878,1.469229449838421,1.0608281261713026,-1.4690059143526177,0.8460768446632253
B,a,0.12865576927723113,4.858119979685025,1.3214302438014494,-4.779344104797686,0.31946583563472697
A,a,1.3779704371113757,-0.18396353372750793,-0.42476193688865105,1.8055345544449881,-0.45496903849101267
B,b,2.2723717644480095,-1.2381755421351546,0.5883475001402062,1.5974576237603748,-4.618481349596633
A,b,4.276009727626201,-2.1489609856941376,2.503989976616558,0.23960738585937305,-3.1593380206118056
A,a,-0.1888917506658221,-0.06658128021971693,3.092146789638562,-2.4058505391918876,-1.493548898050385
B,a,-2.6576446062752006,0.5609406509913367,-0.840799057819073,-2.6458817986703753,-2.160628095172435
C,a,0.4004439054799261,-4.100935881005139,1.1170614778819912,3.1096563369478116,2.0681557527204864
C,a,3.432236149622834,-1.814551178045441,-1.5400670469788085,0.20465107013687414,0.2730467919027235
B,b,-2.3554552074414334,0.3946572861865758,-0.0031624564279071027,-1.8349928305939165,-9.377355817015276
A,a,-0.40237588204824787,-0.682874077658939,2.2598449369865743,0.7425594358853023,-1.4853759653231198
B,a,-0.008879194825325376,2.9112754847535625,-1.1052189551180895,-1.332151782641524,2.5220948834905714
C,a,-0.010184013404930461,-1.4471256762201248,-1.0355064800017126,-2.861807297390107,-0.532715292204526
A,b,-2.572083690035781,-0.1193160196321547,-3.4813982360462927,1.3547335188533243,-5.477926013116463
B,b,0.6411734507683988,4.532019043215305,1.054205491055914,-0.06008947808732103,-3.8000691462484593
B,a,3.6878280384129196,1.077610515756112,-1.2140027236337338,-0.17119788492836865,-1.567251391632814
C,a,0.42420577155884337,4.2013337327402525,0.29029479711905914,1.3797754880019237,1.5418731640834533
A,b,1.3217848803636867,-3.3097284097525472,0.08585487749633507,-1.9095384225497594,1.614694058836888
A,b,0.6446950022350333,2.644781027167958,-0.7842180956849965,1.483010373053132,0.22214353838971468
A,b,1.1649364827804827,0.6643008658166357,-1.4974256605988823,-0.0016897346768235551,-1.656524209737346
C,a,-1.2003421780605772,-0.4802566721136389,-5.164881466719357,-1.632502984251093,-4.223983005002229
C,b,0.3563799308661286,0.21231393407827864,1.6651292907233857,3.54119438174233,-6.357388046067876
C,a,-1.4611270059777686,-0.3927444823244505,2.8946423942135984,2.736864960968016,-4.104183302091392
C,a,1.9320283470766282,2.3064335428764937,-0.899203563007127,1.19313409572649,2.4690419091449822
B,b,1.0656069204343925,0.5889051778223809,3.0908840700441784,-1.043195021175552,-5.47587861798745
A,a,1.3492623043750385,1.8339200781154772,4.852019569466163,-1.6226355615567587,1.7636712780030253
C,b,0.9630823180438812,-1.3354294680356302,-1.1139603589669724,-3.5545432904807535,-2.2525680991202512
A,a,-2.000875888940686,-0.3027329055135663,-0.20044842294037013,1.9816530291572998,-2.572495377210767
A,b,3.0563682943928363,-0.33571907315061056,0.351498501334992,0.5200308718295805,-3.7560775891531186
A,b,-1.9642049090795197,0.2632904999288423,-1.3358772691829937,2.2716449042626232,-6.414323871695582
A,b,1.791460424118424,1.3921224842109579,-0.893883143981721,0.9711141341080696,-0.6471222362317057
B,a,0.45718393256011325,0.3847237153907022,-3.0380900052117554,-0.47041880976266315,-1.8598344171602619
C,b,1.1643285786446198,0.13119349917678227,-1.030664798117083,-3.1094617641515203,-4.749941205454346
C,a,3.814984617528418,3.242275194221299,2.4896811021781837,1.7353160917265582,2.42633912349918
C,a,-1.056662839434661,1.8811045909705473,0.8233980577076658,0.4765884994212038,-0.4330113089430447
A,a,3.4065001369149392,0.28610341229419484,-1.3953802846186285,-1.5208693801495896,-1.8677562628865196
B,a,-1.8800895868018421,-0.6446474325127725,1.8550667865993133,1.4938170353213567,-2.605251715188768
C,a,-2.733427914329807,-3.0146518157571016,-1.226739415920412,1.9732513643440874,2.3159374260704917
A,a,0.321271387207159,-1.0243804499482885,-0.6238625534529288,3.1503141953571463,-0.6198434310025762
C,b,-2.360730666234168,0.5184436943386869,-0.9428539824638028,-1.345735172209141,-8.333203849111635
A,a,-1.18897359542232,1.1318667693877529,-2.433912890520576,1.6982134707620122,-1.814395031995678
B,b,4.259172413321025,4.640526700689156,2.2994848153845093,-0.34226005456403796,-7.41505524035736
B,a,0.20335888296551274,0.22875649236196507,4.1648450621887045,2.2310874772072,-1.9070887310597366
B,b,1.013304886574177,1.2708270448341852,-0.8899220138654067,1.2184643960989918,-4.579932851189568
C,a,-2.2934290306979235,0.38077197141593044,-1.3026270142258785,-1.392858477165858,-4.025429178932756
A,a,-1.31007320656475,-0.5140494926970489,-4.125892623772737,-0.822793444220672,-2.4458521027772995
A,b,-2.707383309514876,0.27955038613139116,4.960355757749329,-1.0636478549236847,-4.858307605706156
C,b,1.1818901793215726,1.0298501384523988,-0.6873850046058289,-1.0182712722019953,-3.1267343015410836
B,a,-0.6308624422855857,-0.9810270656381374,-0.4223191572849693,-0.5128629265045657,-1.5797805876985087
C,a,0.22181482977848732,-0.6588206409942403,-3.5173477230975876,2.0860724350758506,-2.692635876090226
A,a,0.24043305319043537,0.6556832196261034,1.345630569993002,2.1748742559452396,-1.3624882429615615
C,a,-2.7288163369815353,1.4415135398336092,1.4577544942069798,1.170170555591662,-0.9389353821670979
C,a,-0.29129617107974165,-4.164154694507433,-1.9633158037121285,-0.8295484263276461,1.5966433380874936
C,b,0.06666408453874154,-0.12950423801024102,-0.012747789524198926,0.9113739648794484,-6.6289989361299
B,b,-2.566006607280455,-1.3736560639656339,-0.698166191955081,0.41180671411389713,-6.9999429352010845
B,b,-0.9475344532303721,3.575968063990911,1.0846944499811044,1.023753676597018,-5.371980039038096
B,a,1.5823345703237923,2.1106564189130936,-2.9274138116501462,-0.8681087563484597,2.1211506189780227
A,b,1.5115774974614176,-0.6472477991767888,-2.2567874576475195,1.9953748315729007,-1.332265505131394
B,b,-2.3151793736778576,-1.9134852414930854,0.5245486983818917,-1.2528160878484498,-6.243773617016976
C,b,1.4873109824015056,-2.748921466175728,-1.8182326783102665,-1.9420588064663,1.724846535080923
A,b,-0.24710382071777193,-1.628344860566676,3.1073575967819345,-0.08005489587587002,-2.7154356124138603
B,a,-1.8139424957668333,0.05393245020915211,-1.025040760174222,-2.5598268251844463,-3.220792146260621
B,a,2.375407307965168,-0.4403851795726837,-4.357956211442395,3.5125286356538328,-1.986741058429783
C,b,3.3603243528995708,2.009457658324356,0.04644335399329524,0.7986099797093906,-3.051154520002881
C,a,1.673837417056955,-0.03798983124848676,-0.36445825350053984,-0.605509459549625,-2.5763900179657764
C,b,-1.0357656569608729,0.3240182004192779,1.1613357679738237,-1.5388995627203328,-8.677278852099496
C,b,-2.90366956198848,-0.5487656866090107,0.6041857441584537,2.073467654448832,-6.963316180987376
A,b,-0.5580393604436614,1.1010613750169154,1.7467583629780203,-1.032091057273985,-4.296216051990719
C,a,0.3312564773886306,-0.6046471580633136,-0.23369785727367384,3.4918332298540773,-2.8053553097600865
A,b,-0.08680595632121353,2.528335975990623,-0.9901131845966616,-1.1257907021569005,-1.2685353881795889
A,a,-1.2122452439639704,-2.282093648511829,0.24683699063727707,0.4088125699993499,0.44255980080550705
A,b,2.4622514938273037,-2.312921991403255,1.0717144441410156,2.978888849640243,0.5114710008250521
A,b,-2.2190693529130114,-1.0246150087279995,-0.7601686729642791,0.3311622636077202,-5.079549459990432
B,a,-0.4641712786074502,3.0303825256465,3.9997007415592085,-1.6942328452254674,2.48611608263127
B,a,-0.9424623624330604,-2.1186787373343807,4.752775182554968,2.277422499257933,0.9000143551585594
C,b,-0.7285529391022777,-2.1497929970757728,1.2139473480702685,-2.726206261164815,-3.2674494734133384
B,a,-0.8427953020550332,1.3953541252765747,-1.711662964474505,-0.9445687772779768,-1.4103447635045199
C,a,4.997336739276351,-0.3424242057431888,0.9380055323047469,-0.017803965696459274,-4.2232098650252325
C,a,-1.422676025442015,-1.77864739167787,1.0421629285935088,-0.09093968309288529,-0.43812663523489864
A,b,1.4938953839575997,-2.2415617029088803,-0.06136830352669733,-0.7926735618278271,1.4999655162721226
B,a,-1.120295821495617,-1.5191764715262095,-1.4203777160317406,-3.593976692036862,-0.7004771781897662
C,b,0.45785334654481186,2.150737266056815,-0.001996172670237763,-2.916099237026185,-0.992078345707606
C,a,2.323980054339252,1.1572266887691713,2.394599372534568,2.940389044267523,-0.8481345726175122
B,a,4.975450932254645,1.29298999958189,-3.233151966749474,0.4916227021151167,-1.8501750490873416
A,a,0.5403511593912284,2.07010172039852,-2.484849172594264,0.4975920307360607,1.263210698898572
C,a,0.030812081919743408,4.140235902179156,-3.769822545774709,1.0037728070560767,1.1784885601127437
A,a,-1.0687667386892337,0.4631836926766188,0.033435067662714556,-1.567384519945221,-2.1251653599801203
C,a,1.4648440809808998,-1.065040120351367,-1.3631240097242925,-0.22153892410504744,-0.6376115891619075
C,b,0.4971961582018865,0.9106536579090352,-0.7224112895451411,0.1044437712928578,-4.80904945336943
A,b,0.09770324470147726,-0.8220713449910416,-0.2567945030946802,2.595451084064767,-3.041709665536272
C,b,2.299736057002265,0.07236168155132185,1.771795284893796,1.3881422520835631,-5.308603934027784
B,a,1.6280462497779498,1.3889167601253816,-0.8949783626914807,0.0756676062786401,0.7164661446285303
C,b,1.3799552548201435,-3.3599491273127495,-3.1365018329026455,-2.5233239173751447,1.8234640920194929
A,a,2.012612467335217,-2.015846353779958,0.8462636139763114,2.0268167951616074,1.8451405206365885
B,b,-3.0277625445566647,-2.3603273383395877,-1.8545468279748056,3.5111819478763837,-4.278542286728583
A,b,2.3890557538137043,1.8576772859602684,0.06521551605292064,-1.74054633744544,-0.2643115544872029
C,b,-2.0287396704020404,-0.46036274928607684,-0.5145679824811906,-3.212520055578649,-8.666858330579904
A,a,0.8485565708120709,0.9497313284180448,1.928399500666713,5.581857636677458,-0.44407908487436043
C,b,-0.41497563375076396,-1.1596442656321169,0.1756519539719959,-0.5883627319869795,-5.764115258404072
B,b,0.19987315119626223,2.194467014219457,3.9766918170748498,-1.1969732907574515,-3.379469537945105
B,a,3.087177137039486,0.3958536066813456,1.3386616794896111,-0.8393068884520002,-1.753152924656255
C,a,-1.442099468004087,-0.6999465488981356,0.26770652444486776,-1.151270479394078,-3.76599547750634
C,a,0.8462470307668526,-0.23183796873526671,-2.7447491611674297,-2.2440336916363925,-2.6914893800642123
B,b,0.703370790382594,-0.6407289684091602,-3.7763202336607797,-1.3965146670318516,-5.944902336517981
A,a,-0.0896716291363677,-2.9180958894123523,0.18542734330647975,-2.620287485902506,1.8094088236131256
B,b,-3.1961996378377604,1.127984502684863,5.0915316049677335,-0.7982678944815939,-6.23292572980519
C,a,2.8394860106826783,-0.9576190300964589,0.6792172666767842,-1.9816901893386896,-1.8687651843654423
C,a,-0.0656667023589781,0.8782557940169232,2.231715873473604,1.370735659826889,-2.4298860007765803
A,a,-2.1390140031343554,-0.700116307945854,-5.093175662843585,-1.293656709733766,-2.186659922325988
B,a,0.07730898804121253,-0.7539899379345467,2.474533473319381,0.08528425769691267,-1.083669831460909
B,b,0.5066439666246686,-1.4151013572624023,-1.0807758907282228,1.7289034240176322,-4.603730516951311
C,a,-2.0399001142119566,-0.3845218600145634,-1.8994154044794562,0.3354127494669958,-3.9620967587773364
C,b,-3.105475792920149,-0.09009252408240921,1.9495892154194971,1.3189891783421728,-6.877480550510259
B,a,3.397101623080857,2.9711650794741256,0.06148356006414934,1.9797431103725907,2.1051762783056653
C,b,-3.0154248233115095,-1.0778747008877667,-1.726253304725815,-0.9941120488000653,-5.384919254865177
C,b,2.6236713365606947,-0.3407457164778526,4.673042742431828,0.9001430060404041,-5.127279789089553
B,a,1.1291400246597585,-0.5187804652042008,2.5960475196709454,-2.795047402268412,-0.8746689266154767
C,a,0.32145883630026667,-0.3301013256693797,-1.6085670303329653,-1.0066235819230893,-2.9732820209906774
A,a,1.3170373011790908,-0.10159408727851246,-0.06321383985121165,-0.012516368320158336,-0.6725471299867634
C,a,1.0048275606921477,-0.8286106317888079,0.8548966858302719,1.9397245606086684,-1.566542187772169
A,b,-2.5054608514526464,-2.0800637766170595,-0.8693748110454861,0.5285021481418773,-2.616445320500431
B,a,0.1692443582044653,-1.9659239371897559,0.15927136132911607,0.9759629116215203,1.09911683154224
B,b,-1.1835098540238302,-0.3227287829199806,1.9257604682489176,-3.4073780427113047,-9.706105164663485
B,b,2.5480584426259405,2.252431829142449,-2.4899716766161752,-0.6770106160014343,-3.022864044444993
A,a,0.7702042596097273,-1.4353740919859639,-1.2237880119289337,0.7637631972170821,0.6125310790930399
A,a,2.3985608045902898,-1.5753366069622645,2.6396432395950704,-0.746190439111706,1.2566408316725615
B,a,1.321255679227057,1.7334358044790967,0.5371211385566533,3.1393772123859933,1.391410221792866
C,a,-1.1378033558222798,1.3110165154737026,-2.8210327096462384,0.3888478486434147,-2.3892148471472914
A,b,0.6099952232920312,-0.2566284385568267,-0.24369657482517484,2.3063041786665415,-2.8739518483386925
C,b,0.2041376629766049,-1.0543360865196056,-0.3269471060577486,0.38983727070575075,-4.93457652988703
B,b,1.07814757735626,-1.2477041577803354,1.822780569142924,-1.8319014226952366,-4.031122444936181
B,b,-2.8082219055181157,0.1932903677921377,2.9585344343607134,0.1693578704811334,-8.186339873743107
C,a,4.014215029153898,0.6433487703428539,3.3913942620435757,-1.4138527188353567,-3.342729409982364
A,b,1.5826922933399619,0.7936921843902389,4.891620983057812,2.201762359847877,-1.0042802460486318
C,b,-3.004556085408754,-0.12716447504322886,0.6778453965344958,0.07572534275304882,-7.106813433272806
C,a,0.11114924080963247,0.028937130223872225,0.738693997604089,-0.029408757945844192,-3.3383818557167144
A,a,-1.8597451768477782,-0.7416306516873656,0.14452879877774202,-1.437913321050112,-1.919411127762442
A,a,-2.4998072242942744,-0.23868158902955774,0.5534868326554574,0.5732813174714891,-1.891019228352891
C,b,5.635461214915741,-1.5088292257137375,-1.1742287678527599,1.7811947294036572,-5.228808996355335
A,a,-1.3712881301112008,2.6848188556823227,-0.8916605563109825,-0.05137172188173451,0.4417347941151969
A,b,1.0991192612080456,-0.5520881221624488,-0.9521047116704164,1.3595125614494712,-1.5106088735406695
B,a,-0.455651950582975,5.806845796417218,0.8421661162034544,-1.756623981877466,-2.199965921391294
A,b,-1.4429418367411437,3.4949100620914915,0.296372542729907,1.4572805646294196,-3.0386388574668817
A,b,0.6026262422101177,-1.908577856347298,3.6043935949828123,-0.4021617197244166,-0.14827135131525446
A,b,-1.2978910865332587,0.6641891616258696,-0.3811983876044667,-3.214902744782472,-5.9516147988784045
A,b,2.910277262958159,0.44769781932748093,0.2864160390360425,0.3732632129760401,-3.317349014689627
B,b,1.8128089211351912,-0.2525638917554877,-1.3417686188204905,-1.900356108804937,-5.62444188492968
C,a,4.126556725813083,0.6747173061100638,0.5769219515952408,-2.4312624855651968,-3.4158594182423374
C,a,-0.8819631786400677,-3.779045828352758,2.053183061645901,-3.6185327203289357,1.8341728757788787
C,a,-0.9308996789052292,-1.9651739773913837,0.12929092056755803,-0.6062209130525089,0.256958328860764
B,a,0.6751636903942463,-1.0102463294848152,0.30477108408494213,-0.13843528047796952,-0.12304170490240462
C,a,-3.5655040578922956,0.7045692758204148,0.1655733144238489,2.621639105804293,-2.43818935995398
C,a,-0.7358379211868931,4.340815588925989,2.5582606319125594,0.9216580254376764,0.37220391418172083
B,b,2.287381684783442,-1.558050245683847,1.7222490097284147,1.969097010639634,-3.5829955840472785
A,b,-0.32835960424084953,0.3111090744609202,1.5345923473432095,-5.262002710804798,-4.166122764125
C,a,2.8269065209855557,-0.7187172211305893,-2.826708161476796,2.156007427584212,-2.5158944193631334
C,b,1.6924107529581938,-1.1409210140845176,-1.6156045316625938,1.602129866176763,-2.7941195071043397
B,b,2.794189388852546,0.8657145963692879,-1.0187838916453615,0.48427030475005756,-6.741009929269009
B,a,-0.2274082942324756,-0.8743843354811555,4.246754147432511,-1.9168186740700672,-1.2779155349701008
A,a,0.5458189458399967,1.0146394134295658,3.751425709286302,0.44199352960408766,-0.10829289368570692
A,a,1.5360247352087044,0.4506032381919444,2.639029500987664,1.5431545028306437,-0.46438640507515017
A,b,-2.552278672060849,-1.6510982439420088,-1.7138183424760858,-5.054247205751886,-3.0879703069146593
C,a,0.7182467521686252,1.336392095141964,-1.5838318452290518,2.247156128253243,-0.9227932036190227
A,a,-0.5256618827901484,0.03503333526956467,-2.7980939386050743,1.8571562295279338,-2.1585275492852296
C,a,2.2687504449668703,-3.77047862666475,1.294441808493773,0.7397347766509725,3.312639148299189
B,a,0.7405255325343083,-2.6383819776579025,2.6284495480759533,0.2221427224623066,3.440703147133075
C,b,-1.245107294990395,0.123356171668301,-2.521411366560892,-0.26970824663443,-9.400307610611703
B,a,-3.1347957743521198,-0.9736519427470275,-1.3510247746121724,1.8634452021532966,-1.2928752832760793
B,a,-1.8995671768956088,0.6611959555079274,-2.1911199231521663,0.6047247278927593,-2.916299840435411
A,b,-2.8938721829224376,-0.4740248899155155,-1.5153391671072687,-0.2520917325452337,-4.276301916023396
B,a,0.7456048626235728,1.1797053184639044,0.22803476883178359,-1.0719617595439748,-0.0944139687156216
A,a,-1.1435946872831937,-0.6807693949619464,-1.0758379454010105,1.4468522212870818,-2.053651596222347
A,b,-1.4084234809655352,-2.7222150769143227,-1.9024120599904863,-1.1845746814291696,-2.9955866440064436
A,b,0.4007903278570533,0.8592361070098548,2.629376924338804,0.9120141695522477,-2.3352487222999576
C,a,-1.4961100443425157,0.6203471740533546,-0.44724058938849576,-1.2688957292190217,-3.752345404398478
B,b,0.8668793872942607,0.8941989954917194,0.1391473984868794,3.5403847478819674,-5.240090990379356
A,a,-1.9340718240881152,-0.3457740544658121,-0.5876457932067056,1.347863411591602,-2.476877590796463
C,a,1.538181500313894,-3.5183978180191775,1.160434339507818,4.307643592875723,3.9404580432165526
B,b,1.5009413569264645,-1.202079265893039,-3.990099732757302,5.779425820975693,-4.651219461144351
A,a,-1.5423210245856624,-2.423350942140978,0.9501515913328794,-0.6379286818394593,0.5391860526343067
C,b,3.6784230303137444,0.025676509619291302,0.22736095403392378,-1.3884314125828778,-8.142537790986982
C,a,2.0532463768252756,-3.0513650063454203,4.108727350633172,0.9924852418182941,4.016206931209593
A,a,0.13962419116545235,2.445382267713656,0.05758729005675348,-2.5973405920374537,1.6508989355030739
C,a,0.6277500045861554,0.6782619738031229,1.2153680317695021,-0.8246421949851664,-1.630589266704825
C,a,-0.2546218576435526,-2.0706072227159713,-0.9026111509110827,1.7712560506786226,1.1495733159638288
A,a,-3.3980361553947445,1.2022798074235097,2.583769808382467,0.8432418120262947,-0.6410236193327468
C,b,3.6042335425440655,1.1239885174027406,1.3808074486845643,1.810010150955222,-6.138092441462287
B,b,-0.8677616886926245,-2.572409237852031,-5.53895848089568,2.2162315796702314,-5.427369199560248
C,b,1.5126162460453938,-0.20044463689067354,3.1009843983253353,2.2344479585614767,-4.357987777601311
B,a,-2.7889769805222295,-1.149588030102808,1.1339635509375108,2.007364271121012,-1.017526349996318
B,b,-3.9325068433420305,1.2739618092671916,-0.48697150087550906,-2.846670566015492,-4.546958579171323
B,b,1.426411982604533,-1.2971145435212574,0.45990240524660675,-1.3941682199568874,-3.4806448182256196
B,a,0.24869807131331007,0.5713030574215863,1.5276392801050502,2.781997958397892,-1.8092947856092931
B,b,0.37667166219703757,-3.1731669153123203,-3.269216102455998,0.4431921486716068,-2.0880610739580634
A,a,0.29333030067980276,-0.15117537858762534,0.3483185980443882,-2.828315998904806,-1.0030180618898623
A,b,-1.1763010779553198,2.7306542816223227,-2.3508511226048454,0.033766518692588454,-3.139813787354827
C,b,-0.3664541545992524,0.09123503191805196,2.089204120054603,2.9412896340164276,-7.66944843423387
A,b,0.6994689893788018,-1.1150022018897976,-0.299272409132815,1.3141912234461055,-1.3937631734330544
A,a,-2.172471807302098,1.184654059292664,2.4569055330896172,-0.6499943993156345,-1.4328766467644185
C,a,2.2780697578892077,-0.6491410894572661,-0.7215810607203097,1.5286411454952784,-2.3258949217275933
A,b,-1.8514989846615149,3.1387986827467773,-0.6813998813497707,-0.1418248341237382,-3.1295085336925985
A,a,1.1479335860349271,2.074139039009461,-3.9222365789996614,-1.2299252409466646,1.6051527131739909
A,a,1.8934939907183965,0.7915126795586208,0.11671605296623933,-1.005374670663432,-0.09645593450230748
A,a,-1.9840258225429823,-0.9052366761437571,-0.43209760963792243,-1.1720778721853535,-1.7686911035868205
B,a,0.6945598271279483,1.4091280191189755,-2.1882482239030283,-0.9378024337658833,0.18484129633584806
A,b,0.881406329691071,1.0593958307096778,-0.12095882109455307,1.2792704340621082,-1.7198162268683241
B,a,-1.5237498703934877,-0.08410936761025432,1.364729923413052,-1.6834085558653678,-3.0090494223169015
B,a,0.8982866671592546,0.34086907622796975,-1.2184854192210242,0.5365155487272029,-1.4940125045292625
C,a,1.3427157455467296,1.639427009731633,-0.3238255324517535,2.1583612224278057,0.5251572713285675
A,b,-1.8947016298884738,4.406762048347528,-0.5632639780249636,-0.09735452831976042,-4.268981128644716
A,b,-0.4050363078099189,1.9390232087219514,-1.843059979324504,-2.6018312476886054,-2.7812457256745766
A,b,-0.0809991256752844,-1.296002608165222,0.9819854603569861,2.233477466676088,-2.992699228196835
B,a,0.010511422395515101,2.4563493775835914,3.1052981136722555,-3.745801939128444,2.4689635552057037
C,a,-3.3010531334087685,-0.30340252640707677,3.130458157643606,0.8114582493373222,-3.0511592594382053
B,b,-1.3033260349694165,-0.6992909629690675,-1.3361247617053997,1.4003296092547477,-9.893265202755464
A,a,0.5727545711748055,2.520291795564049,0.21058677380262394,2.2039168009041097,1.8977360223270117
A,b,-1.7669041084090957,0.7880502496385419,-1.2735173499302892,2.301081184758216,-5.980494530576256
A,a,0.6798097711210138,-0.9593839371864394,0.16283557572960225,-0.5510721327766203,0.12955452241265192
A,b,0.4065569252365112,0.13015066190324487,-1.7340688403965523,0.25303288571732396,-3.469402041164078
A,b,2.310449079063283,-2.3366345801087403,0.7691809219580716,0.10449236208976596,0.6096097737440926
C,a,1.6827114648661834,-0.038288994584771224,0.7579605940450826,-0.4633060879162584,-2.4353789875137988
C,b,0.9911198214602552,-2.6100910613138604,-1.292300768521721,2.850003616858129,0.783976226108049
C,b,1.3712479832332054,0.8003323493201432,-0.42180384217541594,0.7649657237162293,-3.670266529881409
C,a,-2.849392589238532,1.5724510365455981,-2.544942774790718,-1.3719858583375852,-0.7384556520725337
C,a,1.3994798306121878,-2.0415816536805993,0.7123421818660776,-2.5495351890381857,2.2926285665656883
A,a,-0.3674791700725953,-0.5306180539594086,-0.2769546910124682,1.4102386105538325,-1.532652071819665
A,a,0.888293117443495,-2.810072076936143,0.6377672111552545,2.370899741021154,2.416983416368877
